Date,Open,High,Low,Close,Volume,Adj Close
2015-07-30,47.48999,47.63001,47.15,47.29996,2093500,45.28354
2015-07-29,47.27003,47.93003,47.00004,47.29996,1539700,45.28354
2015-07-28,46.86997,48.00003,46.86997,47.43997,5193300,45.41758
2015-07-27,47.16999,47.40,46.17,46.93998,2794700,44.9389
2015-07-24,46.75999,47.52997,46.59999,47.43997,4060000,45.41758
2015-07-23,46.79996,47.36996,46.41999,46.77003,5426300,44.7762
2015-07-22,47.15,47.38001,46.00005,46.70997,7918600,44.7187
2015-07-21,45.15002,47.68997,45.15002,47.29996,16914300,45.28354
2015-07-20,43.56998,44.44,43.15004,44.20999,2914900,42.3253
2015-07-17,43.58997,43.60001,43.03995,43.15004,958900,41.31053
2015-07-16,43.44996,43.76002,42.90998,43.01997,1634900,41.186
2015-07-15,43.79005,43.88999,42.97005,43.26996,8693400,41.42534
2015-07-14,43.51996,43.92996,43.26996,43.44996,932100,41.59766
2015-07-13,44.15003,44.49996,43.42002,43.62994,1264600,41.76998
2015-07-10,44.20999,44.47998,43.60001,44.06004,1886900,42.18173
2015-07-09,43.30,44.49002,43.30,43.97004,2943500,42.09557
2015-07-08,43.53001,43.95005,42.85002,43.06004,2405200,41.22437
2015-07-07,43.35996,44.15003,42.85002,43.99997,9048800,42.12423
2015-07-06,43.99997,44.08996,43.24003,43.74003,1717500,41.87537
2015-07-03,44.53,45.18999,43.90003,44.12,1187600,42.23914
2015-07-02,44.49996,45.26,44.49996,44.86005,3063600,42.94764
2015-07-01,45.40002,45.79997,44.51001,44.72997,4078200,42.82311
2015-06-30,45.24996,45.77998,45.15002,45.38997,9296700,43.45498
2015-06-29,46.00005,46.00005,44.65002,45.49001,4102600,43.55075
2015-06-26,46.09999,46.49994,46.04997,46.38996,999200,44.41233
2015-06-25,45.70998,46.15995,45.56002,45.99001,2271500,44.02943
2015-06-24,45.88003,46.29002,45.72002,46.13002,2485100,44.16348
2015-06-23,46.29997,46.38996,45.79003,46.09999,1381200,44.13473
2015-06-22,46.02004,46.38996,45.33001,46.11997,1783100,44.15386
2015-06-19,46.11997,46.13002,45.70003,46.04003,5003700,44.07732
2015-06-18,45.97002,46.31995,45.74001,46.11997,4132400,44.15386
2015-06-17,45.72997,46.29997,45.70998,46.18998,1564200,44.22088
2015-06-16,45.70998,46.49994,45.70998,46.00005,1423400,44.03905
2015-06-15,46.20997,46.47995,45.67994,46.11004,2577000,44.14434
2015-06-12,46.93998,46.93998,46.00005,46.24001,2465200,44.26877
2015-06-11,46.13996,46.79996,46.13996,46.59999,2158600,44.61341
2015-06-10,46.82005,46.93003,45.84999,46.13996,3465500,44.17299
2015-06-09,46.99,47.00004,46.00005,46.61997,2318400,44.63254
2015-06-08,45.42,46.88001,45.42,46.70997,1567400,44.7187
2015-06-05,45.93999,46.75999,45.31002,45.81002,1359500,43.85711
2015-06-04,46.20003,46.20003,45.29998,45.40002,1476400,43.46459
2015-06-03,46.24995,47.29001,46.09005,46.20003,2329900,44.2305
2015-06-02,46.09005,46.45003,45.59999,46.02004,2418800,44.05818
2015-06-01,46.29997,46.29997,45.22003,45.95003,3179400,43.99116
2015-05-29,45.79997,47.09998,45.79997,46.65995,16707100,44.67081
2015-05-28,45.99001,46.18998,45.31002,46.08,1778100,44.11559
2015-05-27,46.09999,46.31001,45.61998,45.99001,2457700,44.02943
2015-05-26,46.72995,46.74,46.24001,46.38002,2344100,44.40281
2015-05-25,46.36997,46.88996,46.36997,46.72995,605700,44.73783
2015-05-22,47.40,47.50004,46.09999,46.24001,2018500,44.26877
2015-05-21,47.15,47.80005,47.11002,47.40,1365100,45.25665
2015-05-20,46.90,47.50004,46.72995,47.15,1708600,45.01796
2015-05-19,47.48999,47.50004,46.95002,47.00004,3204400,44.87478
2015-05-18,46.70002,47.50004,46.70002,47.11997,3650900,44.98928
2015-05-15,46.88001,47.20002,46.63002,46.99,2224000,44.86519
2015-05-14,45.81002,47.38995,45.74001,46.99,3810200,44.86519
2015-05-13,44.94,46.47002,44.88003,45.77004,4628400,43.7004
2015-05-12,44.06004,44.99002,44.06004,44.60,2030900,42.58327
2015-05-11,44.95004,45.22997,43.90003,44.83001,2005300,42.80288
2015-05-08,44.99996,44.99996,44.31003,44.76001,1986000,42.73603
2015-05-07,45.11004,45.70003,44.10995,44.49996,2219900,42.48775
2015-05-06,45.65001,46.09999,45.10,45.52998,3923800,43.4712
2015-05-05,45.77998,46.40001,44.83996,45.61004,5953500,43.54763
2015-05-04,43.81004,46.00999,43.81004,45.77998,3593600,43.70989
2015-05-01,43.94001,43.94001,43.94001,43.94001,000,41.95311
2015-04-30,44.60,44.60,43.42997,43.94001,2019100,41.95311
2015-04-29,44.52005,44.72003,43.99997,44.29999,2395300,42.29682
2015-04-28,44.88998,44.90002,43.83996,44.74996,2386000,42.72644
2015-04-27,44.19995,44.99996,43.94001,44.86005,3201500,42.83155
2015-04-24,44.49996,45.18999,43.90003,44.01001,1487100,42.01995
2015-04-23,44.13998,45.20004,43.79999,44.74002,3912300,42.71695
2015-04-22,42.92003,44.24997,42.74998,44.13998,6176400,42.14405
2015-04-21,42.62995,42.96,42.24999,42.71001,2653500,40.77873
2015-04-20,42.24999,43.06999,42.24999,42.60997,1626200,40.68322
2015-04-17,42.72005,42.94996,42.21001,42.73,3023700,40.79782
2015-04-16,41.78003,42.94002,41.78003,42.71001,3837700,40.77873
2015-04-15,41.05002,42.47005,41.05002,41.90999,3668000,40.01489
2015-04-14,41.23001,41.53997,40.57995,40.80002,5042100,38.95511
2015-04-13,41.60003,41.92998,41.07995,41.23001,1819900,39.36566
2015-04-10,41.85003,41.85997,41.01004,41.60003,1544600,39.71895
2015-04-09,41.98,41.98,41.01999,41.46002,1112200,39.58527
2015-04-08,41.65006,42.39994,41.49005,41.83004,2252200,39.93856
2015-04-07,41.14001,42.39994,41.14001,42.10997,4355800,40.20583
2015-04-06,39.64997,41.39001,39.64997,41.23995,3524500,39.37515
2015-04-03,39.62004,39.62004,39.62004,39.62004,000,37.82849
2015-04-02,39.62004,39.62004,39.62004,39.62004,000,37.82849
2015-04-01,39.85005,40.64996,38.84002,39.62004,3495200,37.82849
2015-03-31,40.44004,40.96002,39.57997,39.84001,2586000,38.03851
2015-03-30,40.39996,41.19998,40.14997,40.46997,1674500,38.63999
2015-03-27,40.80997,40.92005,40.12998,40.51999,1921600,38.68775
2015-03-26,41.01004,41.28003,40.53998,40.80997,2487400,38.96461
2015-03-25,41.32995,41.80001,40.85998,41.12003,2455500,39.26065
2015-03-24,42.35003,42.35003,41.35004,41.51004,2098800,39.63303
2015-03-23,41.71002,42.44996,41.46996,41.94003,3586500,40.04357
2015-03-20,41.19998,41.96996,41.03998,41.42005,4349900,39.5471
2015-03-19,41.78003,41.99999,40.89996,41.26999,2474400,39.40383
2015-03-18,41.10004,41.90005,40.92005,41.78997,2988400,39.90029
2015-03-17,41.90005,42.10997,40.76005,41.05996,2408200,39.2033
2015-03-16,41.90005,41.90005,41.90005,41.90005,000,40.0054
2015-03-13,41.99999,42.19002,41.19998,41.90005,2564200,40.0054
2015-03-12,41.14996,42.55,41.14996,42.01997,3898200,40.1199
2015-03-11,40.71997,41.32,40.69998,41.05002,2212100,39.19381
2015-03-10,41.51004,41.60998,40.64002,40.71997,2538400,38.87868
2015-03-09,42.03996,42.15999,41.21002,41.51004,1400000,39.63303
2015-03-06,41.80001,42.21001,41.14001,42.03996,1934100,40.13899
2015-03-05,40.64002,42.19997,40.64002,41.83004,4670400,39.93856
2015-03-04,41.69997,41.96996,40.50,40.64002,3717200,38.80235
2015-03-03,42.24004,42.58998,41.49999,41.67998,2876400,39.79528
2015-03-02,43.30,43.47998,42.05001,42.24004,3103400,40.33002
2015-02-27,43.58997,44.01996,41.99005,43.58003,5704600,41.60941
2015-02-26,43.79999,43.90003,42.97005,43.31004,4766300,41.35163
2015-02-25,43.99997,44.99996,43.88999,44.83996,3584700,42.81237
2015-02-24,42.69002,44.51001,42.24999,44.08002,4348400,42.0868
2015-02-23,42.69996,43.08003,42.30995,42.35997,1669600,40.32219
2015-02-20,42.30001,43.31999,42.30001,42.76997,1694500,40.71247
2015-02-19,42.10997,42.87001,42.10997,42.74998,1872400,40.69344
2015-02-18,42.49999,42.94996,42.10003,42.40999,2513600,40.3698
2015-02-17,42.97005,42.97005,42.12996,42.72005,2932100,40.66495
2015-02-16,42.74998,43.97004,42.74998,42.94996,437600,40.8838
2015-02-13,43.79999,43.99003,42.69996,42.96,2172500,40.89336
2015-02-12,42.07,43.92002,42.07,43.72998,2153000,41.6263
2015-02-11,42.05001,42.48,41.57,42.14995,2232800,40.12227
2015-02-10,43.24998,43.60001,41.80001,41.94997,2442700,39.93191
2015-02-09,43.30,44.44994,43.06004,43.22005,1140500,41.1409
2015-02-06,43.79999,44.49996,43.01002,44.13998,2448300,42.01658
2015-02-05,41.90999,44.10995,41.90999,43.81004,3206300,41.7025
2015-02-04,42.97005,43.15998,41.39001,41.80001,1628500,39.78917
2015-02-03,42.44002,43.19996,42.10997,42.76002,3184400,40.703
2015-02-02,41.55996,41.55996,41.55996,41.55996,000,39.56066
2015-01-30,43.17003,43.17003,41.35004,41.55996,4048000,39.56066
2015-01-29,43.51002,43.69001,41.01999,43.17003,4213300,41.09328
2015-01-28,44.49002,44.70004,43.12,43.70006,2893200,41.59781
2015-01-27,44.97997,44.97997,44.01001,44.49996,3703200,42.35924
2015-01-26,43.90003,45.47997,43.72004,45.01,1541300,42.84474
2015-01-23,45.38997,45.42,43.83003,44.63998,3137400,42.49252
2015-01-22,44.08996,45.49996,43.72998,45.38997,3551900,43.20643
2015-01-21,44.38998,44.38998,43.15998,43.88004,3201800,41.76914
2015-01-20,43.67997,44.40997,42.53002,43.88999,3071200,41.77861
2015-01-19,43.40004,43.92002,43.05,43.58003,331000,41.48356
2015-01-16,42.30995,43.90003,42.30995,43.56998,2223900,41.474
2015-01-15,42.19997,43.13999,41.99005,42.73,5350400,40.67442
2015-01-14,41.30002,42.49999,40.76005,42.01004,3809900,39.98909
2015-01-13,43.71,44.49002,41.76998,41.96996,2838900,39.95094
2015-01-12,43.83996,44.04999,43.24998,43.65998,1594500,41.55966
2015-01-09,43.37995,44.40003,42.53002,44.06997,3011600,41.94994
2015-01-08,43.30,43.74997,43.10002,43.15998,3910300,41.08372
2015-01-07,41.69997,43.49997,41.00,42.97999,4294700,40.91239
2015-01-06,40.66001,42.19997,39.50996,40.94004,5160400,38.97057
2015-01-05,42.62995,42.62995,39.62004,40.46003,6402700,38.51365
2015-01-02,44.61999,44.72997,42.21995,42.81999,2015600,40.76008
2015-01-01,44.81002,44.81002,44.81002,44.81002,000,42.65438
2014-12-31,44.85,45.38997,44.40003,44.81002,956500,42.65438
2014-12-30,44.70004,45.40002,44.38004,45.06997,1644300,42.90182
2014-12-29,45.24996,45.90001,44.78,44.81997,965100,42.66385
2014-12-26,44.99996,45.38997,44.65997,45.04998,1049000,42.88279
2014-12-25,44.60995,44.60995,44.60995,44.60995,000,42.46393
2014-12-24,44.40003,44.95004,44.03,44.60995,459500,42.46393
2014-12-23,44.60995,45.01,44.40003,44.72003,2056100,42.56872
2014-12-22,45.59999,45.97002,44.29999,44.74996,1746100,42.59721
2014-12-19,45.17995,45.72997,44.15003,45.17,4173300,42.99705
2014-12-18,42.67003,45.01,42.67003,44.90002,5117100,42.74005
2014-12-17,42.78996,43.74003,42.01004,42.46001,10087200,40.41742
2014-12-16,41.60003,43.99997,39.77,42.48,8488500,40.43645
2014-12-15,43.38999,43.38999,41.17999,41.19003,597800,39.20854
2014-12-12,43.42997,43.42997,43.42997,43.42997,000,41.34072
2014-12-11,45.29003,46.20997,43.10002,43.42997,4157400,41.34072
2014-12-10,46.49994,47.48999,44.13998,45.29003,4487900,43.1113
2014-12-09,46.15001,46.93003,45.10,46.45003,3961200,44.21549
2014-12-08,48.80004,48.80004,45.75006,46.50999,3632700,44.27257
2014-12-05,48.59996,49.00002,48.20995,48.46999,1114400,46.13829
2014-12-04,48.39004,48.89998,47.40,48.48998,2719300,46.15731
2014-12-03,47.13995,49.05998,46.52003,48.39004,3282400,46.06218
2014-12-02,48.59996,48.77995,47.02003,47.13001,2294300,44.86276
2014-12-01,50.02,50.03004,48.00003,48.18996,4475900,45.87173
2014-11-28,51.12997,51.12997,49.64003,50.71003,4566000,48.27056
2014-11-27,51.14002,51.53003,50.78004,50.87997,666900,48.43233
2014-11-26,51.05997,51.50,50.73001,51.39996,2587300,48.9273
2014-11-25,51.14996,51.96996,51.00,51.46996,1961300,48.99394
2014-11-24,52.03003,52.03003,50.62998,51.19998,2628900,48.73694
2014-11-21,52.10003,52.99004,51.48995,51.78003,2004400,49.28909
2014-11-20,50.59994,51.64001,50.59994,51.32995,1296500,48.86066
2014-11-19,51.25,51.53997,50.03004,51.10998,2393700,48.65128
2014-11-18,51.39001,51.50,49.50002,50.23002,2202100,47.81365
2014-11-17,50.19999,50.19999,50.19999,50.19999,000,47.78506
2014-11-14,51.17999,51.55002,49.75001,50.19999,4483600,47.78506
2014-11-13,52.05001,52.05995,50.82001,51.17005,6600900,48.70845
2014-11-12,53.49998,53.49998,51.74999,52.71001,3696800,50.17433
2014-11-11,53.79999,53.87994,53.03996,53.47999,1177000,50.90727
2014-11-10,53.62995,53.99003,53.46,53.81004,1144300,51.22144
2014-11-07,53.44996,53.79999,53.40998,53.56998,905800,50.99294
2014-11-06,53.88999,54.06998,53.44996,53.72998,2228800,51.14524
2014-11-05,54.15003,54.22004,53.15998,53.87994,1820600,51.28798
2014-11-04,54.54999,54.61999,53.76996,54.08996,1714400,51.4879
2014-11-03,55.18999,55.18999,54.28,54.65003,846500,52.02102
2014-10-31,54.95004,55.47003,54.85,55.08996,2894300,52.43979
2014-10-30,53.53995,54.88004,53.53995,54.83001,2953900,52.19235
2014-10-29,53.62995,54.49002,53.49998,54.06004,2005200,51.45941
2014-10-28,55.63997,55.63997,52.85002,53.72998,6576600,51.14524
2014-10-27,56.00005,56.00005,54.76001,55.76,911600,53.0776
2014-10-24,54.65003,56.04003,54.65003,55.76,1098100,53.0776
2014-10-23,55.40002,56.43998,54.88004,55.52999,1615700,52.85865
2014-10-22,54.88998,55.40002,54.58002,55.22003,1456700,52.5636
2014-10-21,53.33003,55.38003,53.33003,54.88998,4641900,52.24943
2014-10-20,52.64994,54.24003,52.64994,53.56998,4128200,50.99294
2014-10-17,53.24998,54.58996,52.42998,52.64994,1586100,50.11715
2014-10-16,51.90005,52.99004,51.51004,52.74999,1771600,50.21238
2014-10-15,53.33998,53.37,51.35004,52.24999,9731100,49.73644
2014-10-14,53.53001,53.88999,52.51003,53.51002,2509400,50.93586
2014-10-13,53.31999,54.97003,52.64,53.28995,1608300,50.72638
2014-10-10,54.20005,54.77005,52.49004,53.28995,3653300,50.72638
2014-10-09,55.58001,55.93999,54.10995,54.31003,2172700,51.69739
2014-10-08,55.20998,56.45003,55.01001,55.58995,2234600,52.91573
2014-10-07,56.20003,56.20003,55.13003,55.22997,2931800,52.57307
2014-10-06,56.97995,57.47995,55.45004,56.04997,2114400,53.35362
2014-10-03,56.00005,56.99,55.86004,56.52003,2577400,53.80107
2014-10-02,55.58995,56.00005,55.10,55.83001,2079500,53.14424
2014-10-01,56.43004,56.43004,55.11005,55.58995,1951500,52.91573
2014-09-30,56.15001,56.65001,55.81002,55.97996,1988000,53.28698
2014-09-29,55.54998,56.63002,55.20004,56.43004,1909300,53.71541
2014-09-26,57.00004,57.00004,55.60,56.11004,1353200,53.4108
2014-09-25,56.84004,56.84004,55.20004,56.27004,3102400,53.5631
2014-09-24,57.48999,57.48999,56.56001,56.70003,2632800,53.9724
2014-09-23,57.29002,57.50004,56.49994,57.11997,2472900,54.37214
2014-09-22,57.82998,57.82998,56.49994,57.18998,3645000,54.43878
2014-09-19,57.34004,57.89999,56.81001,57.82005,3135800,55.03854
2014-09-18,57.20002,57.45996,56.90995,57.32005,2182000,54.5626
2014-09-17,56.40001,57.20002,56.04003,56.79996,1537400,54.06753
2014-09-16,56.02004,56.02004,56.02004,56.02004,000,53.32513
2014-09-15,56.77998,56.79002,55.90996,56.02004,823200,53.32513
2014-09-12,57.48999,57.48999,56.45997,56.63996,1195500,53.91523
2014-09-11,57.59998,57.63001,56.97995,57.09998,1363900,54.35312
2014-09-10,57.18998,57.72995,56.25999,57.66004,2533500,54.88624
2014-09-09,57.75004,57.75004,56.31001,56.77998,2526000,54.04851
2014-09-08,57.23999,57.79001,57.23999,57.63995,1742000,54.86711
2014-09-05,57.79996,57.88001,56.79996,56.91999,1855800,54.18179
2014-09-04,57.93997,57.93997,57.50004,57.77997,1454200,55.00039
2014-09-03,56.91999,57.93003,56.91999,57.81,2916400,55.02898
2014-09-02,55.58001,57.27003,55.58001,56.91999,4014900,54.18179
2014-09-01,56.54997,56.95997,55.13998,55.31002,4424500,52.64927
2014-08-29,57.04996,57.04996,56.20003,56.38996,6066300,53.67726
2014-08-28,57.48999,57.84997,56.84999,57.00004,2181800,54.25799
2014-08-27,57.09004,57.89005,56.90,57.50004,2743700,54.73393
2014-08-26,58.20001,58.32004,56.54997,57.09004,3590700,54.34365
2014-08-25,58.00003,58.20001,57.72,57.97,1327800,55.18128
2014-08-22,58.00003,58.18996,57.40,57.84003,2227000,55.05757
2014-08-21,58.18003,58.48998,57.50004,58.00003,3303000,55.20987
2014-08-20,57.79001,58.34997,57.41004,58.14005,4102200,55.34315
2014-08-19,56.95002,58.09997,56.95002,57.79001,6004400,55.00995
2014-08-18,55.70004,57.16999,55.70004,56.91999,5730700,54.18179
2014-08-15,56.38996,56.38996,55.35,55.45998,3272400,52.79201
2014-08-14,55.68999,56.40001,55.65002,56.31996,3461100,53.61062
2014-08-13,55.90001,56.29997,55.40002,55.56002,2407600,52.88724
2014-08-12,56.20003,56.59004,55.70004,55.79003,2511600,53.10618
2014-08-11,55.97002,56.70003,55.90001,56.22996,1816000,53.52495
2014-08-08,56.54997,56.54997,55.70004,55.99001,1822000,53.29654
2014-08-07,56.45003,56.68998,56.08,56.54002,3586000,53.8201
2014-08-06,54.38004,56.97995,53.37,56.47996,6587300,53.76292
2014-08-05,53.28995,54.49997,52.80995,54.38004,4233500,51.76402
2014-08-04,52.07,53.35996,52.01998,53.03996,1737100,50.4884
2014-08-01,53.19002,53.94001,51.85003,51.96996,3456200,49.46988
2014-07-31,53.99997,53.99997,52.49999,52.90004,3069900,50.35522
2014-07-30,54.69994,54.69994,53.81004,53.97004,1497200,51.37375
2014-07-29,54.49997,54.90002,54.40997,54.60001,2862600,51.97341
2014-07-28,53.99997,54.47003,53.49998,54.37,2975000,51.75446
2014-07-25,53.35996,54.10001,53.05,53.74997,2679700,51.16427
2014-07-24,52.76003,53.78001,52.76003,53.05,2989200,50.49797
2014-07-23,53.76002,53.76002,51.99999,52.48,3839200,49.95539
2014-07-22,54.40003,54.40003,53.24998,53.35996,2052000,50.79301
2014-07-21,54.22998,54.47003,53.90998,54.06004,846600,51.45941
2014-07-18,54.20005,54.49997,53.62995,54.42996,2268800,51.81154
2014-07-17,53.65998,54.40003,53.65998,54.17996,1188900,51.57357
2014-07-16,54.44001,54.49997,53.74997,53.97998,1852900,51.38321
2014-07-15,54.10995,54.44994,53.85996,54.31997,2181000,51.70685
2014-07-14,53.03001,54.29999,53.03001,54.13999,1854300,51.53552
2014-07-11,53.06005,54.12,52.98,53.19996,1837500,50.64071
2014-07-10,52.90004,53.40998,52.69996,53.22999,1892800,50.6693
2014-07-09,53.53001,53.88999,52.69002,53.28001,2439200,50.71691
2014-07-08,53.37995,53.65998,53.10002,53.53001,1268600,50.95488
2014-07-07,53.76002,54.19001,52.89,53.03996,2297800,50.4884
2014-07-04,53.51002,54.13999,53.51002,54.03,682100,51.43083
2014-07-03,53.35002,53.85001,53.35002,53.78001,1961800,51.19285
2014-07-02,53.03001,53.49998,52.80995,53.37,2185900,50.80258
2014-07-01,53.67997,53.99003,52.80,53.03001,1978000,50.47894
